Population	SuperPopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
MGRB	MGRB	-3.10316e-02	7.00163e-02	-1.04071e-01	5.60890e-03	-3.29741e-03	1.55050e-03	2.08237e-03	1.68058e-02	1.12304e-03	1.09427e-03	5.58877e-03	-7.88770e-03	1.37294e-03	-3.36344e-03	-2.64316e-03	1.73787e-02	-1.02512e-02	5.97526e-03	-1.01430e-02	-1.95615e-02
MGRB	MGRB	-1.31644e-01	-1.91348e-02	1.19110e-02	2.36509e-02	7.99665e-02	1.66309e-02	4.53579e-02	-9.71771e-04	9.72708e-03	-7.45547e-03	3.47011e-02	2.07635e-02	1.42934e-02	4.17019e-03	2.69212e-02	2.47182e-02	-1.06046e-02	3.56763e-03	-2.26635e-02	2.56685e-02
MGRB	MGRB	-1.55585e-01	-9.34386e-03	3.37504e-02	1.41840e-02	-1.81336e-02	2.61667e-03	-2.27414e-02	-5.67274e-03	-1.32791e-03	-4.15229e-03	9.35901e-03	2.50852e-02	-7.06919e-03	4.87228e-04	-6.58903e-03	1.14915e-02	-1.70914e-02	-3.27378e-03	4.15513e-03	3.10843e-03
MGRB	MGRB	-1.49633e-01	-1.77250e-02	2.32946e-02	2.01813e-02	-1.36242e-02	-1.22403e-03	-1.79263e-02	-2.82849e-03	-3.19349e-03	3.50176e-03	-2.17038e-03	1.49863e-02	1.59918e-03	1.28857e-02	2.54492e-02	4.49614e-03	-1.96122e-02	-5.06906e-03	-1.83586e-02	-4.41193e-03
MGRB	MGRB	-1.59401e-01	-1.82898e-02	3.63783e-02	2.41425e-02	-1.41070e-03	-6.32899e-03	-8.18561e-03	3.32787e-03	-2.00641e-03	-1.01552e-02	2.10318e-02	3.35712e-03	5.50935e-03	-1.14903e-03	-7.22274e-03	-3.71084e-03	-2.23492e-02	-7.38547e-03	4.48889e-04	-1.23660e-02
MGRB	MGRB	-1.56581e-01	-2.20165e-02	2.91668e-02	1.89988e-02	-1.57559e-02	-5.29360e-03	-7.60824e-03	4.90232e-03	-6.40266e-03	1.10437e-02	4.64750e-03	9.82846e-03	-7.76562e-03	9.78347e-03	-1.93662e-03	-4.63589e-03	-1.21393e-02	-1.33101e-02	2.00064e-02	-4.33367e-03
MGRB	MGRB	-1.50995e-01	-1.80561e-02	2.41564e-02	2.17044e-02	-1.76959e-02	3.81754e-03	-3.07448e-02	-7.00075e-03	6.96337e-03	4.19393e-03	3.04178e-03	1.32424e-02	8.93456e-03	-1.41244e-02	7.75563e-03	-4.80262e-04	-1.67629e-02	-9.74291e-03	1.07347e-02	-1.30921e-02
MGRB	MGRB	-1.59850e-01	-1.23614e-02	3.04981e-02	1.88505e-02	-1.44411e-02	-1.94893e-03	-2.24152e-02	9.05416e-03	1.13807e-02	2.01038e-02	9.79731e-04	-9.24695e-04	1.11190e-02	-4.74524e-03	1.80472e-02	1.45900e-02	-5.98635e-03	-3.10791e-02	1.14201e-02	1.91391e-02
MGRB	MGRB	-1.54220e-01	-1.75073e-02	2.59186e-02	1.41702e-02	-1.47281e-02	-1.94129e-02	-3.07588e-02	-6.99618e-03	6.09841e-03	2.01334e-03	4.46726e-03	5.17748e-03	2.59911e-04	3.28726e-02	1.78393e-02	6.26676e-03	2.71133e-02	-2.19914e-03	2.45390e-02	3.48204e-03
MGRB	MGRB	-1.49485e-01	-1.95265e-02	2.44321e-02	1.61676e-02	-9.39597e-03	-2.21634e-03	-7.26751e-03	-6.64247e-03	-1.11800e-03	1.45446e-02	1.73441e-02	-4.49474e-04	9.59037e-03	-1.91861e-02	6.67718e-03	-5.32075e-03	2.91617e-03	4.68146e-03	6.31354e-03	1.56418e-02
MGRB	MGRB	-1.59430e-01	-1.53656e-02	2.96053e-02	1.79839e-02	-2.04269e-02	-4.95346e-03	-1.89164e-02	-7.67858e-03	-1.07737e-02	-7.95187e-03	-8.63297e-03	-6.65182e-03	-1.18037e-03	3.24661e-03	6.15405e-04	1.75750e-02	-3.90936e-03	-1.01362e-02	-6.16421e-03	4.47424e-02
MGRB	MGRB	-1.63266e-01	-1.70398e-02	2.58660e-02	1.74054e-02	-8.78635e-03	-3.78845e-03	-2.67247e-02	7.84421e-05	-8.41441e-03	-2.58355e-02	-1.16189e-02	-1.14482e-03	-4.87665e-03	1.29675e-03	3.84662e-03	2.60536e-02	7.11075e-03	4.60189e-03	-3.78847e-03	-2.86666e-03
MGRB	MGRB	-1.49654e-01	-2.02189e-02	3.10088e-02	1.68269e-02	2.79119e-02	5.73645e-03	8.94121e-03	-1.06701e-02	-2.34306e-03	8.46940e-04	1.28156e-02	-2.54480e-03	3.32313e-03	2.52932e-02	5.42982e-03	-1.11212e-02	-2.19213e-02	1.84950e-02	9.62951e-03	-1.25633e-02
MGRB	MGRB	-1.51756e-01	-2.41515e-02	3.11829e-02	1.68333e-02	-9.23584e-03	-7.49177e-03	-2.71558e-02	5.08006e-03	5.81952e-03	2.80789e-03	6.93224e-03	-1.33707e-02	-2.92404e-03	1.61485e-02	-1.54000e-02	2.53779e-02	-1.89411e-02	-7.22757e-03	-3.35927e-02	-9.62660e-03
MGRB	MGRB	-1.57968e-01	-2.17193e-02	3.07623e-02	1.94325e-02	-1.61924e-02	7.49292e-05	-1.89703e-02	5.08870e-03	-1.98628e-02	-2.65176e-03	4.01293e-03	-1.80874e-03	2.25882e-02	-3.64352e-03	1.49463e-02	1.38329e-02	2.43981e-03	8.43060e-03	8.99611e-03	1.21601e-03
MGRB	MGRB	-1.52395e-01	-2.20038e-02	3.29185e-02	2.18031e-02	-8.38662e-03	3.73553e-03	-3.12593e-02	1.27052e-02	-1.56657e-03	1.35587e-03	1.19652e-02	-2.42816e-02	1.56928e-02	-1.53371e-02	9.28783e-03	5.95571e-03	-1.03324e-02	-7.99402e-03	6.01584e-03	1.38550e-02
MGRB	MGRB	-1.48859e-01	-2.26573e-02	3.27163e-02	2.12837e-02	-2.72559e-02	-5.88693e-03	-2.20473e-02	8.95685e-04	-1.01554e-02	1.30767e-02	-6.66518e-03	-4.10103e-03	1.19612e-02	6.26351e-03	4.25642e-03	1.47935e-02	-8.28453e-04	-6.50923e-03	1.01488e-02	2.62307e-03
MGRB	MGRB	-1.66414e-01	-8.82370e-03	2.90524e-02	2.25117e-02	-1.73074e-02	-6.96517e-03	-2.08484e-02	-8.92906e-03	2.10554e-03	2.59777e-04	1.33910e-02	4.51875e-03	-2.40174e-02	3.94369e-03	1.62558e-02	1.03495e-02	9.42677e-03	2.09562e-02	7.88482e-03	-3.82926e-02
MGRB	MGRB	-1.57253e-01	-1.12549e-02	2.63133e-02	1.84712e-02	-1.19415e-02	-3.77239e-03	-3.04781e-02	4.15970e-03	-2.37422e-03	-1.25788e-03	8.74707e-03	-1.64453e-04	1.30009e-02	-1.75915e-02	4.10284e-03	-5.16391e-03	-6.08572e-03	1.76798e-02	-2.18175e-02	6.49765e-03
MGRB	MGRB	-1.59322e-01	-1.77568e-02	2.97897e-02	1.38310e-02	-1.62320e-03	-2.67877e-03	-3.29051e-02	-1.30401e-02	6.55672e-03	5.15206e-03	1.94329e-03	-3.64859e-03	-1.25097e-02	-8.81088e-03	-1.98397e-03	1.22945e-02	1.74057e-02	1.32419e-03	-1.33443e-02	-2.99912e-03
MGRB	MGRB	-1.51887e-01	-1.92747e-02	2.46742e-02	1.76446e-02	2.92326e-02	7.10452e-03	2.40685e-04	3.67815e-03	2.87672e-02	2.03914e-02	7.76567e-03	1.26724e-02	-5.74728e-04	3.93071e-03	-1.24572e-02	-1.78431e-03	1.15089e-02	1.63406e-02	9.37687e-03	2.67298e-02
MGRB	MGRB	-1.62457e-01	-1.88538e-02	2.98787e-02	1.65212e-02	-1.14774e-02	4.11217e-03	-2.12018e-02	7.17170e-04	2.90632e-03	1.35117e-02	1.95255e-03	-1.10241e-03	-1.35169e-02	2.83645e-03	1.52403e-02	8.26351e-03	1.31567e-02	1.00781e-02	-4.71315e-03	-3.74015e-02
MGRB	MGRB	-1.55292e-01	-2.50322e-02	2.35118e-02	1.75563e-02	2.69211e-03	-2.06800e-03	-8.39517e-03	4.71816e-03	4.61121e-03	-1.29208e-03	-1.68261e-03	1.17404e-02	-9.66044e-03	8.70123e-03	1.00651e-02	-2.50691e-02	-1.62117e-03	2.92351e-03	2.41716e-02	-1.74397e-02
MGRB	MGRB	-1.47379e-01	-1.26015e-02	2.96234e-02	1.74071e-02	-1.45747e-02	-6.36709e-03	-1.25681e-02	-5.04775e-03	-1.44994e-03	-7.01976e-03	4.64059e-03	-2.56819e-03	6.18141e-03	-6.22545e-03	5.32179e-03	3.16177e-03	-8.42651e-03	4.85976e-03	1.21011e-03	-1.34786e-02
MGRB	MGRB	-1.57840e-01	-1.65925e-02	3.00545e-02	1.26078e-02	-5.11987e-03	-3.69223e-03	-3.83800e-02	5.09701e-03	3.29685e-03	1.43083e-02	-1.35779e-03	-3.30617e-02	2.18827e-02	2.65750e-02	4.20017e-03	1.08170e-02	2.41897e-02	2.58997e-03	-5.67277e-03	-3.40348e-03
MGRB	MGRB	-1.58802e-01	-1.72347e-02	2.45906e-02	1.49502e-02	-2.72955e-02	1.73040e-03	-6.17205e-03	-7.83816e-03	-1.05298e-02	8.92071e-03	-3.72406e-03	-5.65616e-03	-1.17914e-02	4.26118e-03	1.27087e-02	1.02021e-02	2.59789e-02	-2.47988e-02	-1.27126e-02	-2.27162e-03
MGRB	MGRB	-1.57451e-01	-2.18350e-02	2.59818e-02	1.69999e-02	-3.26099e-03	-1.21701e-03	-2.39808e-02	-8.82035e-03	-9.17054e-03	8.64768e-03	-1.13695e-02	-1.52826e-02	-1.54066e-02	-2.98063e-02	1.03747e-02	-8.90266e-03	1.67676e-02	-8.59671e-03	7.16549e-03	2.77552e-02
MGRB	MGRB	-1.56021e-01	-1.99477e-02	2.87315e-02	2.40295e-02	-7.58738e-03	-1.03249e-02	-1.87142e-02	6.56910e-03	-5.59361e-03	-1.85420e-02	5.89832e-03	3.94996e-03	-3.45558e-03	-1.39345e-02	6.55615e-03	-1.19583e-02	2.02468e-02	-1.81736e-02	-2.79761e-02	-1.52400e-02
MGRB	MGRB	-1.49738e-01	-9.22895e-03	3.31766e-02	2.27221e-02	-1.79102e-02	-3.76453e-03	-8.39080e-03	-2.80935e-05	1.54099e-02	1.78754e-02	6.43787e-03	-1.15438e-02	7.43548e-03	-8.05785e-03	1.23960e-02	-1.44501e-03	9.58124e-03	-2.60731e-02	-1.43354e-02	2.03640e-03
MGRB	MGRB	-1.48763e-01	-1.77387e-02	3.05910e-02	1.49217e-02	-1.17979e-02	-6.39493e-03	-2.35681e-02	3.10478e-03	2.15114e-03	1.44316e-02	-9.79379e-03	1.03236e-03	-4.31622e-03	1.86939e-02	4.81604e-03	9.81591e-03	8.83639e-03	7.91106e-03	4.25267e-03	-3.06244e-02
MGRB	MGRB	-1.52726e-01	-1.94142e-02	2.14850e-02	1.83968e-02	-4.21626e-03	-3.36262e-03	-1.82470e-02	1.40211e-02	-7.37290e-03	5.84246e-03	1.95220e-02	7.24918e-03	-7.01920e-03	-1.18341e-02	-1.87655e-02	-6.95098e-03	3.32837e-03	-3.23148e-03	1.68175e-02	6.85930e-03
MGRB	MGRB	-1.03365e-01	2.22127e-02	3.24268e-02	2.44338e-02	-2.26774e-02	-1.80278e-02	-2.60260e-02	-5.25809e-03	5.48267e-03	-3.37167e-03	2.45683e-02	5.28581e-03	7.54847e-03	3.08869e-03	2.36041e-03	1.73840e-03	1.59839e-02	-1.90222e-02	-8.76096e-03	1.62719e-02
MGRB	MGRB	-1.61279e-01	-2.28304e-02	3.12421e-02	1.28884e-02	-1.26584e-02	7.61565e-03	-2.32385e-02	-6.41937e-03	-5.20132e-03	-3.66545e-04	8.24928e-03	-5.15089e-03	-9.41310e-03	-1.03344e-03	-6.35624e-03	-1.19881e-02	1.41589e-02	-1.25522e-02	5.19925e-03	-1.37386e-02
MGRB	MGRB	-1.55913e-01	-1.43599e-02	2.38927e-02	1.96401e-02	-2.20290e-02	-5.86767e-03	-2.20486e-02	2.34916e-05	7.12409e-03	-2.97360e-03	-7.20762e-03	8.39289e-04	7.14277e-03	-9.85483e-04	-1.49591e-02	-4.36015e-03	-4.66522e-03	1.12252e-02	2.15979e-02	-7.24183e-04
MGRB	MGRB	-1.58111e-01	-1.62315e-02	2.83266e-02	1.47982e-02	-8.64253e-03	-4.84678e-03	-3.80011e-02	-2.01352e-03	7.67057e-03	7.67859e-03	1.26288e-02	8.61872e-03	-2.83533e-03	7.45021e-03	2.73827e-02	-1.07219e-02	-1.28349e-02	5.33328e-03	-2.59433e-03	1.52958e-02
MGRB	MGRB	-1.51943e-01	-1.17302e-02	2.58507e-02	2.27958e-02	-1.69014e-02	2.51961e-04	-3.42347e-02	-8.97695e-03	7.99904e-03	1.86474e-02	-1.32353e-02	-3.20003e-03	-2.91770e-03	-1.65850e-02	-4.79259e-03	-5.63114e-03	-9.16402e-03	-3.63489e-03	-1.98066e-04	4.61079e-03
MGRB	MGRB	-1.61989e-01	-1.66382e-02	3.47687e-02	1.74176e-02	-1.58068e-03	1.91906e-03	-1.60527e-02	7.86678e-03	-7.36159e-03	-4.38285e-03	-8.73139e-04	2.76044e-03	-8.20196e-03	-4.60487e-03	2.24822e-02	9.88920e-03	-1.81650e-02	1.80789e-02	3.84974e-03	2.73343e-03
MGRB	MGRB	-1.54847e-01	-1.98437e-02	2.77725e-02	1.15182e-02	-1.96075e-02	-1.10197e-02	-3.17059e-02	3.92405e-03	8.50270e-03	1.36774e-02	-6.88405e-03	-1.60952e-03	6.59234e-03	-2.54772e-02	-7.55692e-03	1.64307e-02	-1.54128e-02	-1.23993e-02	-2.36892e-03	-1.07758e-02
MGRB	MGRB	-1.54124e-01	-2.33176e-02	3.74631e-02	2.57530e-02	-2.34957e-02	1.95383e-03	-2.24015e-02	-1.60482e-02	4.13812e-03	3.77944e-03	-3.14374e-03	-4.75403e-03	8.26715e-03	-2.30563e-03	-3.81656e-03	4.00839e-03	1.20540e-02	-2.10051e-02	-1.00048e-02	2.46172e-02
MGRB	MGRB	-1.38745e-01	-1.04760e-02	1.48447e-02	1.39793e-02	4.99614e-02	4.36343e-03	1.60052e-02	9.03602e-03	-1.30269e-02	-1.13299e-02	2.75466e-02	2.42475e-02	1.06696e-02	1.14844e-02	2.08356e-02	-8.85738e-03	-1.09709e-02	4.95107e-02	1.73406e-02	-2.19538e-03
MGRB	MGRB	-1.58221e-01	-2.44539e-02	3.00307e-02	1.47109e-02	-1.66421e-02	-8.67601e-03	-1.35832e-02	1.40662e-03	6.89506e-04	-4.55587e-03	1.15959e-02	1.75027e-02	-6.82837e-03	1.29087e-02	-9.80624e-04	-7.93690e-04	5.84181e-03	1.05214e-03	-2.54750e-02	-4.10537e-03
MGRB	MGRB	-1.55923e-01	-1.43445e-02	3.26958e-02	1.96425e-02	-2.27840e-02	3.42522e-03	-1.46809e-02	7.46936e-03	8.21511e-04	-9.40949e-03	1.18130e-02	-1.16685e-02	2.72421e-03	6.44557e-03	3.13662e-03	-2.75296e-03	1.71087e-02	-7.86965e-03	-1.43161e-02	-1.63806e-02
MGRB	MGRB	-1.55834e-01	-1.72660e-02	3.94413e-02	1.73118e-02	-1.89005e-02	-4.69462e-03	-2.39914e-02	9.35990e-03	-1.20450e-02	6.30189e-03	-1.16007e-02	-1.57319e-02	6.87697e-03	-6.85400e-03	3.07213e-03	-7.48689e-03	1.08821e-02	-2.01976e-03	-4.74213e-03	-1.25193e-03
MGRB	MGRB	-1.52812e-01	-1.87111e-02	3.13485e-02	2.64174e-02	-8.99404e-03	-3.96928e-03	-2.08026e-02	2.14136e-05	3.53028e-03	1.45958e-03	1.03044e-03	1.10255e-02	-7.12968e-03	3.36824e-03	8.10939e-03	-8.74373e-03	1.24865e-02	-5.13728e-02	2.18270e-02	2.45775e-04
MGRB	MGRB	-1.59222e-01	-1.47358e-02	3.09935e-02	2.30872e-02	-1.38614e-02	7.62892e-04	-3.87681e-02	3.17244e-04	7.60010e-03	-9.20679e-03	-1.05329e-02	-9.19963e-03	5.58667e-03	1.81061e-02	-7.82077e-03	-1.36244e-02	-2.88425e-02	1.34528e-02	6.73314e-03	-1.71333e-02
MGRB	MGRB	-1.25327e-01	-2.72182e-02	-6.16630e-03	1.20502e-02	1.15677e-01	1.76818e-02	4.18698e-02	-2.77552e-04	2.06320e-02	2.35044e-03	6.01295e-02	4.55615e-02	3.81876e-03	1.99244e-02	6.51320e-03	-1.21630e-03	-1.62162e-03	1.04415e-02	2.05830e-02	1.25072e-02
MGRB	MGRB	-1.63307e-01	-2.23426e-02	2.90828e-02	2.54417e-02	-1.43827e-03	5.12751e-03	-1.71156e-02	2.14265e-05	-1.77279e-02	-2.86208e-03	4.62113e-03	-2.63266e-02	5.65838e-03	-1.03323e-02	4.58887e-03	1.38540e-02	-9.09253e-03	-2.91983e-03	2.65373e-02	1.75836e-02
MGRB	MGRB	-1.54265e-01	-1.89973e-02	2.82640e-02	1.27261e-02	-3.08217e-02	-8.32719e-03	-1.26185e-02	-1.22732e-02	-9.43158e-03	1.31597e-02	-1.64309e-03	-1.17909e-02	-2.17282e-02	1.62442e-03	1.12320e-02	-1.17214e-02	-4.99134e-03	-4.21723e-03	-7.73908e-03	5.73535e-03
MGRB	MGRB	-1.21354e-01	1.27736e-02	2.66552e-04	1.88919e-02	-7.14082e-03	-4.31731e-03	-2.98751e-02	-3.72385e-03	-2.98059e-05	1.15507e-02	-1.39065e-02	6.81971e-03	1.76989e-02	7.86123e-03	4.22384e-03	1.60749e-02	-1.51654e-02	1.36379e-02	9.62171e-03	-9.26322e-03
MGRB	MGRB	-1.60901e-01	-1.26654e-02	3.31705e-02	1.22880e-02	-4.93329e-03	-1.38965e-03	-1.37478e-02	-1.69463e-02	-1.47962e-03	4.69681e-03	-1.92239e-02	-6.88932e-03	5.94614e-03	-9.64794e-04	-1.70675e-03	1.05660e-02	1.80817e-02	5.19488e-03	-2.48569e-02	1.20056e-02
MGRB	MGRB	-1.55959e-01	-1.64470e-02	2.81964e-02	1.64663e-02	-7.08531e-03	-6.60290e-03	-3.63136e-02	-1.88274e-04	-8.52013e-03	-6.09890e-03	-1.10752e-02	-4.72003e-03	2.23457e-02	5.47793e-03	-3.69880e-03	1.52553e-02	-3.34346e-02	-1.64702e-03	9.15096e-03	4.61110e-03
MGRB	MGRB	-1.48871e-01	-1.41744e-02	2.86053e-02	1.81731e-02	-1.58790e-02	-5.48067e-03	-2.99193e-02	-9.08879e-03	1.22610e-02	3.06639e-03	1.19374e-03	1.06614e-03	-1.08675e-02	1.65473e-02	1.72833e-02	1.36446e-02	9.85246e-03	2.43798e-02	-1.12454e-02	-1.78115e-03
MGRB	MGRB	-1.62511e-01	-2.27342e-02	3.47653e-02	1.97730e-02	-8.88116e-03	-2.06538e-03	-1.18949e-02	-2.48329e-04	2.54134e-03	-9.86714e-03	-2.14352e-02	-1.00700e-03	-1.07594e-02	-7.43128e-03	4.61567e-03	2.23627e-02	4.25963e-03	-1.04466e-02	-9.62533e-03	3.34709e-02
MGRB	MGRB	-1.53178e-01	-1.56150e-02	2.86851e-02	1.85839e-02	-3.05933e-02	-1.23388e-02	-1.05090e-02	8.14362e-04	-5.96973e-03	-2.99347e-03	1.18189e-02	2.14680e-04	2.38406e-02	-1.06671e-02	-4.70888e-03	1.53719e-02	2.58698e-02	2.88442e-03	-2.89751e-03	2.11201e-02
MGRB	MGRB	-1.56511e-01	-1.84875e-02	2.38180e-02	1.97512e-02	1.22551e-03	9.26780e-03	-2.19378e-02	3.01129e-03	9.75928e-03	1.69479e-04	1.69902e-02	-7.53243e-03	-2.61583e-02	-3.46504e-03	1.03867e-02	-9.04008e-03	8.77838e-03	1.52795e-02	5.12777e-03	-6.50183e-03
MGRB	MGRB	-1.53094e-01	-1.67724e-02	2.50567e-02	1.49521e-02	-1.28691e-02	-7.83060e-03	-2.71647e-02	8.62861e-03	-6.53393e-03	7.47187e-03	3.58437e-03	-5.07388e-03	4.50390e-03	2.15958e-03	4.29374e-03	-6.07869e-03	-1.16856e-03	-3.46725e-02	-2.25039e-02	-2.54057e-03
MGRB	MGRB	-1.19866e-01	-2.77650e-03	-1.45450e-02	4.21036e-03	-1.22473e-02	-6.66484e-03	-4.17302e-03	8.05862e-04	-7.43763e-03	4.70415e-03	1.55831e-02	1.51787e-03	3.19714e-03	1.39427e-02	-1.18603e-02	5.72100e-03	6.26416e-03	-2.02864e-02	-1.45074e-02	1.49155e-02
MGRB	MGRB	-1.58453e-01	-1.53455e-02	3.47751e-02	1.50972e-02	-1.19465e-02	1.34753e-03	-7.70111e-03	7.69639e-03	-1.05071e-03	-2.58909e-03	1.26153e-02	6.25564e-03	-8.07963e-03	-5.43154e-03	-2.25234e-02	-1.32422e-02	-1.66028e-03	2.25777e-02	-1.30730e-02	1.22963e-02
MGRB	MGRB	-1.56477e-01	-1.79318e-02	2.75409e-02	1.79800e-02	-2.34002e-02	9.97176e-03	-2.85481e-02	-1.62748e-03	-6.17166e-03	1.79912e-02	-7.76419e-04	1.28684e-02	2.04599e-03	-2.92080e-02	-1.21465e-02	1.07281e-02	-1.95846e-02	-1.74885e-02	1.60190e-03	-4.86760e-04
MGRB	MGRB	-1.64191e-01	-1.62833e-02	2.79126e-02	1.67836e-02	-2.07458e-02	-5.97011e-03	-3.82480e-02	6.61764e-03	1.15854e-02	2.57361e-02	-1.11912e-02	-7.65445e-03	-4.48276e-03	-8.76964e-04	2.32562e-03	1.60290e-02	-6.77367e-03	1.13562e-03	1.00523e-02	-3.62323e-03
MGRB	MGRB	-1.51486e-01	-2.12080e-02	2.56951e-02	1.88114e-02	-1.53136e-02	-4.74842e-03	-3.98253e-02	7.22629e-04	-7.46249e-03	2.78334e-03	4.40308e-03	-6.42522e-03	6.18473e-03	5.78360e-03	-6.23716e-03	-1.32195e-03	8.56794e-03	2.52566e-03	4.91142e-02	1.84040e-02
MGRB	MGRB	-1.57483e-01	-1.74560e-02	2.47921e-02	1.39604e-02	-2.37015e-02	-1.17777e-02	-4.39624e-02	-4.05721e-03	-3.25662e-03	4.18981e-03	7.27072e-03	-6.58065e-03	1.03596e-02	-2.75275e-02	-5.38747e-03	1.60257e-03	-2.04284e-02	-1.00159e-02	9.37902e-03	3.89260e-03
MGRB	MGRB	-1.55189e-01	-1.84865e-02	3.23381e-02	1.63294e-02	-1.58788e-02	-3.72007e-03	-2.54538e-02	-1.15324e-03	-9.76133e-04	4.40290e-03	-1.37032e-03	1.00947e-02	-8.56502e-03	2.23154e-03	-2.59863e-03	-1.14325e-04	-7.81468e-03	-2.09064e-02	-1.78522e-02	-1.15574e-02
MGRB	MGRB	-1.52677e-01	-2.02175e-02	2.58958e-02	1.90127e-02	-6.91028e-03	-2.44730e-03	-2.22578e-02	-1.02504e-03	-1.97856e-02	-2.32280e-03	-1.05055e-02	7.32411e-03	7.74706e-03	-4.94555e-03	3.81014e-03	1.55061e-02	6.23287e-03	-1.96725e-02	-3.05608e-02	-6.21911e-03
MGRB	MGRB	-1.58234e-01	-2.25654e-02	2.97027e-02	1.74396e-02	-8.53888e-03	2.47645e-03	-2.19745e-02	-8.34507e-03	3.66493e-03	8.63994e-03	-8.02189e-03	-6.17589e-03	1.32757e-02	1.93167e-02	1.10374e-02	-1.13780e-02	-1.27284e-03	-4.41708e-03	-1.40698e-02	-3.68078e-05
MGRB	MGRB	-1.57575e-01	-1.63753e-02	2.57207e-02	2.17197e-02	-1.83833e-02	-5.26533e-03	-2.53666e-02	-1.07455e-03	-8.88881e-03	8.01030e-03	-1.66607e-02	5.95540e-03	-2.99539e-02	6.42805e-03	-1.39905e-02	-1.65556e-02	-8.59430e-03	-4.11944e-03	2.76347e-02	-2.61667e-03
MGRB	MGRB	-1.51140e-01	-1.49135e-02	3.19447e-02	2.26605e-02	5.78447e-03	-1.33949e-02	-2.21630e-02	2.07780e-02	2.41444e-03	-5.82279e-03	-8.96686e-03	-1.91899e-02	-7.42244e-03	1.19692e-02	-1.29720e-02	2.80867e-03	-3.09048e-03	1.67189e-02	1.66646e-02	-1.52223e-02
MGRB	MGRB	-1.62024e-01	-1.09101e-02	3.92815e-02	2.67515e-02	-1.91909e-02	-6.80424e-03	-5.66966e-02	-6.51155e-03	-1.05971e-02	-2.25216e-03	-1.21044e-02	-2.47687e-02	3.15888e-04	-7.50590e-03	-8.22813e-03	-7.32212e-05	-8.85247e-05	3.12379e-03	-1.32174e-02	2.05542e-02
MGRB	MGRB	-1.56631e-01	-1.88458e-02	2.84298e-02	1.32188e-02	-1.36498e-03	2.81930e-03	-3.58398e-02	-6.17403e-03	3.21773e-03	-2.19974e-02	8.89144e-04	1.68670e-02	2.52886e-02	8.03427e-03	-1.35805e-02	-8.42372e-04	-5.78028e-05	2.01296e-02	1.40888e-02	1.37428e-02
MGRB	MGRB	-1.60291e-01	-2.21321e-02	3.68560e-02	1.54514e-02	-8.52505e-03	-6.62976e-03	-1.77631e-02	-1.18425e-02	1.26516e-02	-5.83345e-03	-5.57065e-03	1.33562e-02	-1.42567e-02	-1.98570e-02	7.69323e-03	1.70629e-04	6.88257e-03	-1.90888e-03	-2.53527e-02	-1.03241e-02
MGRB	MGRB	-1.59360e-01	-1.80291e-02	3.47557e-02	1.92530e-02	-1.28852e-02	-5.36625e-03	-1.59462e-02	-5.46420e-03	1.22883e-02	1.12994e-02	-1.41312e-03	-6.97105e-03	-4.96243e-03	-1.67009e-02	-1.88759e-04	2.68571e-03	4.75934e-03	-1.38099e-03	-1.77903e-03	-4.09359e-02
MGRB	MGRB	-1.52529e-01	-1.80189e-02	2.68526e-02	5.63036e-03	-2.24537e-02	-4.02803e-03	-1.23061e-02	-3.82322e-04	7.55599e-03	7.84792e-03	2.74621e-03	-5.35169e-03	-7.40616e-03	5.72229e-03	1.39489e-02	-2.02671e-02	1.06954e-02	-1.11467e-02	1.97765e-02	-1.77541e-03
MGRB	MGRB	-1.53622e-01	-1.70738e-02	2.87389e-02	2.05997e-02	-4.93502e-03	-9.99329e-03	-1.07755e-02	5.85568e-03	1.09905e-02	8.44802e-03	-3.19609e-02	3.98042e-03	9.52058e-03	1.83353e-03	3.84498e-03	-1.52703e-02	1.67733e-02	8.07363e-03	2.17359e-02	-8.13827e-03
MGRB	MGRB	-1.51513e-01	-1.59213e-02	3.48239e-02	2.15409e-02	-1.33862e-02	-3.80365e-03	-1.46977e-02	4.28793e-03	-2.25703e-03	1.43716e-02	-4.54835e-03	-1.35253e-02	1.26160e-02	1.14859e-02	1.79728e-03	6.15935e-03	1.44626e-02	1.33815e-03	8.90900e-03	-2.17431e-02
MGRB	MGRB	-1.55727e-01	-1.83463e-02	2.74834e-02	1.01773e-02	-6.87274e-03	-2.78217e-03	-2.44327e-02	3.14095e-03	3.74150e-03	-1.20136e-02	-1.08198e-02	4.63281e-03	-5.90864e-03	-8.23243e-03	-1.73700e-02	-1.94341e-02	-1.46292e-03	-1.59664e-02	-5.34773e-04	2.54163e-03
MGRB	MGRB	-1.54768e-01	-1.72662e-02	2.42632e-02	1.99420e-02	-4.49561e-03	-1.13899e-02	-1.47434e-02	1.02066e-02	3.61240e-03	9.08565e-03	-7.21765e-03	1.77848e-02	-2.16666e-02	1.52167e-02	3.75803e-03	5.18315e-03	1.86746e-02	-2.56424e-02	3.11011e-03	-5.89573e-03
