Population	SuperPopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
YRI	AFR	2.29024e-01	-2.21586e-01	-5.06393e-03	1.10850e-02	-6.75615e-03	-7.71561e-04	-6.68220e-03	-2.05823e-02	-9.15099e-03	-5.44144e-02	4.56629e-04	4.43275e-03	-9.77589e-04	-4.01985e-03	-5.04278e-03	3.70115e-03	-5.68684e-03	5.66135e-03	1.51620e-04	6.43267e-04
YRI	AFR	2.29065e-01	-2.31514e-01	-5.32579e-03	9.74384e-03	-2.60264e-03	-4.78566e-03	1.59132e-04	4.13028e-05	5.13455e-05	-4.69347e-02	-5.22520e-03	5.83647e-03	2.36748e-03	4.36184e-03	-1.28427e-03	-6.86570e-03	9.07007e-03	3.63859e-03	-1.04380e-02	-2.75586e-03
YRI	AFR	2.25684e-01	-2.26031e-01	-2.89931e-03	5.60359e-03	-3.96337e-03	2.11779e-03	-9.11276e-03	-1.50645e-02	-1.00240e-02	-6.33310e-02	9.73303e-04	5.27138e-03	-3.99362e-03	-1.14739e-02	1.62067e-03	-3.06547e-03	-4.63261e-03	-3.02454e-03	-1.66816e-03	1.06883e-02
YRI	AFR	2.22248e-01	-2.29429e-01	-6.80909e-03	5.68506e-03	-6.26048e-03	-1.02628e-02	-1.47431e-03	-2.18865e-02	-6.19943e-03	-5.12909e-02	6.90060e-03	4.01440e-03	4.85970e-03	8.31312e-03	7.49167e-04	6.53887e-03	-2.82612e-03	1.13999e-02	3.93327e-03	-1.98259e-03
YRI	AFR	2.24652e-01	-2.31055e-01	-6.92805e-03	6.53303e-03	-4.41546e-03	-5.56681e-03	-5.28495e-03	-1.07476e-02	-4.64527e-03	-5.51537e-02	1.09563e-02	-4.33650e-03	3.85278e-03	-2.00942e-03	8.67937e-03	-7.15124e-03	-1.15839e-03	3.27118e-03	-3.74306e-03	-7.95614e-03
YRI	AFR	2.25713e-01	-2.31201e-01	-8.67292e-04	1.30784e-02	-1.02466e-02	4.42108e-04	-4.53640e-03	-9.86479e-03	-4.76091e-03	-5.51211e-02	4.91242e-03	-1.31615e-03	-4.45194e-03	-8.63686e-03	-9.76211e-03	-3.38545e-03	5.70909e-04	-1.76508e-03	5.11628e-03	3.70928e-03
YRI	AFR	2.24376e-01	-2.19148e-01	-3.27729e-03	8.26815e-03	-2.14973e-03	4.86305e-03	-8.54237e-03	-1.49077e-02	-3.94044e-03	-2.84299e-02	4.55954e-03	2.43519e-03	2.45151e-04	3.72677e-03	-4.06246e-03	5.52097e-03	-4.38883e-03	8.44397e-04	-6.79558e-03	-2.36082e-03
YRI	AFR	2.28874e-01	-2.26293e-01	-1.25090e-02	1.31249e-02	-1.52810e-03	-3.47522e-03	3.67330e-03	-2.28205e-02	-5.82019e-03	-4.73815e-02	1.07552e-02	-9.05860e-03	-3.21152e-04	4.24439e-03	3.00304e-04	1.06076e-02	-1.20468e-02	3.85328e-04	1.22704e-02	1.60332e-03
YRI	AFR	2.25721e-01	-2.30932e-01	-6.54129e-03	9.02334e-03	-4.00861e-03	5.73479e-04	-1.14297e-02	-1.75019e-02	3.07381e-03	-5.29452e-02	1.81391e-03	1.92840e-03	1.00839e-02	-7.06584e-03	1.63567e-03	6.90295e-04	-9.84512e-03	-4.99163e-04	-1.25851e-03	2.61721e-03
YRI	AFR	2.31139e-01	-2.28853e-01	-5.94564e-03	8.63697e-03	-2.58466e-03	9.44439e-04	-2.63038e-03	-1.33392e-02	-5.90503e-03	-4.79086e-02	-1.03566e-03	-9.11515e-04	1.87126e-03	7.17153e-03	8.49341e-03	-9.53779e-03	-5.24226e-03	5.39265e-03	-1.02617e-04	-5.16126e-03
YRI	AFR	2.26944e-01	-2.28448e-01	-5.22411e-03	1.47759e-02	-4.70586e-04	4.53956e-04	-3.62964e-03	-1.79088e-02	-1.20748e-04	-5.36720e-02	3.37290e-03	8.04527e-03	4.41395e-03	5.81443e-03	2.34945e-03	2.90907e-03	1.62481e-04	2.89397e-03	3.64553e-03	-2.99592e-03
YRI	AFR	2.26876e-01	-2.35013e-01	-1.60474e-03	3.45262e-03	-8.75717e-03	4.60966e-03	-9.11093e-03	-1.63432e-02	7.78432e-03	-5.34253e-02	3.40278e-03	5.85063e-03	8.82678e-03	5.73486e-03	3.24448e-03	-2.19034e-03	-3.20828e-04	-1.19540e-02	-1.00532e-02	-6.01368e-04
YRI	AFR	2.22571e-01	-2.27161e-01	-1.05036e-02	1.24925e-02	-8.31286e-03	6.75776e-04	-7.64312e-03	-7.04691e-03	-1.87568e-03	-6.19506e-02	5.06702e-03	2.80710e-03	-1.21999e-02	-1.68058e-03	-6.57562e-03	-9.33241e-03	4.20702e-03	-6.10291e-03	-1.49681e-03	-5.32071e-03
YRI	AFR	2.31069e-01	-2.28794e-01	-5.05120e-03	8.06263e-03	-1.36742e-03	2.20540e-03	-8.58245e-03	-2.69381e-02	-1.35160e-02	-4.74873e-02	6.03921e-03	1.22108e-02	4.73100e-03	4.04845e-03	-7.45643e-03	1.13684e-03	1.49715e-05	1.53243e-03	1.56255e-03	9.59357e-06
YRI	AFR	2.31523e-01	-2.26937e-01	-6.29350e-03	9.37071e-03	-1.21844e-02	-8.22391e-04	-6.59390e-03	-4.88226e-03	1.61195e-03	-5.58360e-02	6.23472e-03	4.50572e-03	-3.44279e-03	1.68908e-03	-6.15329e-03	-6.59824e-03	-3.74634e-03	4.34533e-03	2.32450e-03	-9.14974e-04
YRI	AFR	2.28007e-01	-2.24104e-01	-6.39458e-03	1.01656e-02	-9.29582e-03	2.92865e-03	-2.78080e-03	-5.75618e-03	6.88097e-04	-6.35678e-02	8.04164e-03	-4.79381e-03	-4.02613e-03	6.41103e-03	3.77265e-04	3.24378e-03	1.48704e-03	5.95436e-03	1.29215e-03	1.52134e-03
YRI	AFR	2.21801e-01	-2.33849e-01	-7.20388e-04	1.02626e-02	6.57814e-04	1.17465e-04	-1.62160e-03	-1.35737e-02	1.56028e-03	-5.31542e-02	2.16999e-04	1.11982e-02	-5.47112e-03	-4.77906e-03	1.99419e-03	-9.77223e-03	-1.02692e-02	-6.97260e-03	-1.41954e-03	-5.90216e-03
YRI	AFR	2.30041e-01	-2.33050e-01	-3.49888e-03	8.85145e-03	-7.84393e-03	-1.01657e-02	-1.18387e-02	-2.34432e-02	-6.02660e-03	-5.55519e-02	-9.73463e-05	-1.71303e-03	-8.78922e-04	-2.21186e-03	-4.59463e-03	-4.46955e-03	-4.10054e-03	8.84712e-03	3.58421e-03	9.53633e-03
YRI	AFR	2.30387e-01	-2.24342e-01	-6.20109e-03	8.91171e-03	-7.59032e-03	-1.09119e-03	-9.21735e-03	-8.48974e-03	-2.38261e-03	-5.22746e-02	1.21992e-02	7.84292e-03	3.46683e-03	5.36189e-03	-5.52655e-03	2.84175e-03	-2.11186e-03	1.44867e-03	-1.53218e-03	4.22861e-03
YRI	AFR	2.30626e-01	-2.38994e-01	-2.67335e-03	8.68496e-03	-9.52532e-03	-1.27304e-03	-1.12691e-02	-2.30708e-02	-5.04738e-03	-5.31457e-02	1.01643e-02	-1.78192e-03	2.24798e-03	-3.15989e-03	-6.70627e-03	-8.64223e-03	2.99521e-03	4.65539e-03	-3.35897e-04	-1.43553e-02
YRI	AFR	2.25125e-01	-2.34091e-01	-1.01071e-02	9.99840e-03	-7.10708e-03	-1.72702e-03	-9.46994e-03	-9.77025e-03	-2.50910e-03	-5.81321e-02	1.25042e-03	1.97389e-03	-4.35378e-03	-1.70640e-03	3.11605e-04	-9.11323e-04	-5.32922e-03	-2.05045e-03	-9.24871e-03	8.42294e-03
YRI	AFR	2.21124e-01	-2.35001e-01	-5.38035e-03	7.53932e-03	-6.77642e-03	-6.52896e-03	-6.54879e-03	3.20314e-04	-7.76577e-03	-5.42461e-02	2.33665e-03	4.44141e-03	6.37474e-03	1.02657e-02	2.12182e-03	-1.61026e-02	-9.14173e-03	-1.38686e-04	6.97189e-03	-5.05675e-03
YRI	AFR	2.27461e-01	-2.26576e-01	-4.37620e-03	8.33527e-03	-6.21252e-03	4.99443e-03	-3.58229e-03	-6.71061e-03	-4.05782e-03	-4.28119e-02	7.46933e-04	2.75814e-03	-2.70752e-03	2.11475e-03	-9.56069e-03	-9.51542e-04	-7.00850e-03	-4.22858e-03	-1.48627e-03	-4.78534e-03
YRI	AFR	2.26102e-01	-2.29256e-01	-7.85032e-03	1.14806e-02	-6.88057e-03	-2.89880e-03	-9.64258e-04	-2.23092e-02	2.28073e-03	-4.91852e-02	5.49911e-03	7.33549e-03	3.30917e-04	6.50261e-03	-6.27645e-03	6.54341e-03	-1.59911e-02	6.77343e-03	-4.72377e-03	-3.41561e-03
YRI	AFR	2.28254e-01	-2.24828e-01	-4.28958e-03	7.15489e-03	-3.35419e-03	3.20616e-03	4.56093e-04	-1.23035e-02	2.68118e-03	-4.83334e-02	-5.85881e-03	-3.80306e-03	-1.06437e-02	1.01289e-02	-8.90946e-03	2.63339e-03	4.28304e-03	-7.56625e-03	2.65420e-03	1.51743e-03
YRI	AFR	2.32449e-01	-2.29437e-01	-2.36145e-03	7.01844e-03	-3.37677e-03	1.63527e-03	-2.59557e-03	-1.90907e-02	-2.34427e-03	-6.36940e-02	1.39203e-03	-3.00368e-03	-6.87869e-03	-5.36837e-03	-2.79595e-03	-5.63609e-03	-1.51105e-03	-7.08914e-03	-2.54653e-03	7.20290e-03
YRI	AFR	2.23869e-01	-2.27799e-01	-7.02091e-03	1.00020e-02	-1.41978e-02	8.21809e-03	2.06689e-03	-1.96763e-02	3.99531e-03	-5.29607e-02	4.75719e-03	-3.07082e-03	-1.09591e-02	1.17296e-03	1.70656e-03	-3.28431e-03	1.23649e-02	-3.13087e-03	-4.84856e-03	9.04676e-03
YRI	AFR	2.26168e-01	-2.28560e-01	-8.13055e-04	5.31476e-03	-6.05962e-03	3.52361e-03	-3.36951e-04	-2.28672e-02	-4.82646e-04	-5.65973e-02	-1.69962e-03	4.94458e-03	-3.98434e-03	-3.05109e-03	-2.15076e-03	-6.00318e-03	6.49120e-03	-2.48798e-03	7.03626e-03	2.33245e-03
YRI	AFR	2.23819e-01	-2.32113e-01	-2.75873e-03	4.97103e-03	-8.77784e-03	2.56787e-04	-7.30556e-03	-1.55281e-02	-6.22904e-04	-6.06018e-02	-8.98984e-03	3.90641e-03	2.71301e-03	3.33503e-03	-1.19007e-03	-7.54873e-03	-3.10934e-04	-4.02085e-03	-2.50987e-03	-1.28699e-03
YRI	AFR	2.25844e-01	-2.23917e-01	-1.65970e-02	1.05280e-02	-5.48286e-03	1.97644e-03	-2.02869e-03	-1.30289e-02	1.32003e-03	-4.79225e-02	-7.21272e-04	1.20849e-02	1.08511e-02	5.34702e-03	-4.94509e-03	-5.99552e-03	-6.11285e-03	9.06243e-04	2.70242e-03	3.58602e-03
YRI	AFR	2.27930e-01	-2.32265e-01	2.26124e-03	9.22003e-03	-2.70202e-03	-3.93002e-03	-3.90958e-03	-1.18743e-02	-5.58524e-03	-4.91577e-02	5.96462e-03	-5.17977e-03	1.99556e-03	-2.03439e-03	1.09050e-02	-8.24392e-03	2.56808e-03	-1.85506e-03	-5.26611e-03	6.57428e-04
YRI	AFR	2.26056e-01	-2.29348e-01	-3.73082e-03	6.84055e-03	-1.15113e-02	-2.84255e-03	-5.93347e-03	-2.06665e-02	4.30859e-03	-5.88706e-02	5.07203e-03	5.74070e-03	1.15329e-02	-1.03708e-03	-8.09472e-03	-3.15604e-03	2.98050e-03	5.79444e-03	-7.17267e-03	-3.92983e-03
YRI	AFR	2.28794e-01	-2.21837e-01	-2.13663e-03	1.02127e-02	-7.33603e-03	-1.04974e-03	-4.85528e-03	-2.25691e-02	2.58014e-03	-5.99470e-02	4.52014e-03	-4.01011e-03	-3.89713e-03	5.68946e-03	-2.64760e-03	-4.43614e-03	-1.42137e-02	-1.23887e-02	6.94936e-03	-2.10884e-03
YRI	AFR	2.29597e-01	-2.30788e-01	-3.75107e-03	4.84731e-03	-5.87517e-03	-4.13759e-03	-2.28042e-03	-2.27560e-02	-1.32888e-03	-5.19120e-02	2.65846e-03	6.88845e-04	8.54870e-04	-5.58833e-03	2.09119e-03	-2.41332e-03	5.37426e-04	-2.15131e-03	-1.51020e-03	6.87383e-03
YRI	AFR	2.22613e-01	-2.28672e-01	-3.91740e-03	4.55583e-03	-6.02449e-03	2.76874e-03	-5.72226e-03	-2.27341e-02	-9.55579e-03	-6.20821e-02	5.32871e-03	8.00923e-03	-2.66925e-03	1.77406e-03	-7.75636e-03	-7.35925e-03	-3.33843e-03	5.47219e-03	4.52814e-04	-9.14397e-03
YRI	AFR	2.29869e-01	-2.23655e-01	-2.17098e-03	7.89589e-03	-6.23214e-03	4.56948e-03	-1.13230e-02	-1.05867e-02	1.66952e-03	-4.84837e-02	3.19693e-03	7.48568e-03	-4.19607e-03	-2.65387e-03	-1.08645e-02	-3.64526e-03	-3.81663e-03	-3.94578e-03	5.18869e-03	1.14700e-02
YRI	AFR	2.28955e-01	-2.32414e-01	-5.17319e-03	8.66409e-03	-1.05020e-02	-1.87436e-03	-7.94371e-04	-1.81878e-02	-3.82216e-03	-5.86019e-02	3.27040e-03	1.94564e-03	-8.86619e-05	-8.21923e-04	-2.45646e-03	5.11560e-03	2.08784e-03	9.25699e-04	5.19715e-03	-2.74040e-03
YRI	AFR	2.27740e-01	-2.25543e-01	-4.00878e-03	6.81505e-03	-4.89726e-03	-2.80295e-03	-2.56371e-04	-9.41924e-03	-3.51993e-03	-5.84611e-02	1.80965e-03	7.44383e-03	1.33945e-03	-4.27168e-03	-1.27886e-02	6.54334e-04	3.73129e-03	2.28241e-03	-1.10257e-02	6.04668e-03
YRI	AFR	2.30612e-01	-2.25614e-01	-2.57052e-03	1.17837e-02	-9.79442e-03	-5.68392e-04	-3.12825e-03	-1.76284e-02	-4.17630e-03	-4.99287e-02	-7.48118e-04	-1.70314e-03	2.79037e-03	-7.00649e-03	2.02093e-03	-1.05692e-03	-4.14750e-03	3.75388e-05	-2.10423e-03	4.25065e-03
YRI	AFR	2.21532e-01	-2.35299e-01	-2.44711e-03	8.08167e-03	-5.67275e-03	1.83875e-03	-2.20697e-04	-1.47839e-02	-7.24182e-03	-6.05883e-02	-7.74284e-03	-9.59188e-03	1.97643e-03	1.23668e-04	3.10674e-03	-5.26711e-03	1.02410e-02	3.92926e-03	4.52457e-03	-3.72894e-03
YRI	AFR	2.27263e-01	-2.30410e-01	-6.42555e-03	6.79637e-03	-2.25112e-03	-7.62824e-04	-2.17138e-03	-2.44939e-02	-6.01848e-03	-5.56363e-02	2.40689e-03	4.55012e-03	-4.98206e-03	-6.73654e-03	3.47352e-04	3.15322e-03	4.43615e-03	7.70491e-03	-9.95440e-03	-3.15671e-03
YRI	AFR	2.25119e-01	-2.29055e-01	-3.72257e-03	9.16450e-03	-5.52334e-03	-6.29523e-03	-1.10929e-03	-1.77178e-02	-8.88271e-03	-5.92507e-02	5.37937e-04	-4.85087e-04	-1.62826e-03	1.15828e-02	-1.41814e-03	6.05478e-03	-6.98144e-03	-8.90999e-03	-5.43670e-03	-9.14389e-03
YRI	AFR	2.31183e-01	-2.30418e-01	-5.13135e-03	6.23743e-03	-6.64144e-03	-5.62928e-03	-1.62828e-03	-2.33628e-02	-2.20663e-03	-6.87422e-02	8.88750e-03	4.78674e-03	-6.79312e-04	9.75235e-05	4.85895e-03	8.57791e-03	8.67513e-04	-3.80258e-03	-1.18069e-03	-7.49942e-03
YRI	AFR	2.30305e-01	-2.29596e-01	-5.37057e-03	2.39666e-03	-6.04049e-03	-5.75512e-03	-1.25337e-03	-7.20894e-03	6.76144e-03	-5.26596e-02	5.95328e-04	4.65336e-03	-1.01822e-02	-8.81901e-03	4.56355e-03	-2.54391e-03	-1.07629e-02	4.86808e-03	-8.46450e-03	4.90382e-04
YRI	AFR	2.29468e-01	-2.30236e-01	-4.97563e-03	1.09502e-02	-8.10901e-03	1.62335e-03	-3.56998e-03	-2.19520e-02	1.81172e-03	-6.39141e-02	3.70049e-03	-3.93976e-03	7.04453e-04	-3.84726e-03	4.48066e-03	-3.24491e-03	2.69084e-03	5.23325e-03	2.05816e-02	-4.29752e-03
YRI	AFR	2.24906e-01	-2.33937e-01	-1.10739e-02	1.07382e-02	-5.60001e-03	3.03187e-03	-6.35266e-03	-1.97470e-02	-9.40011e-04	-5.38723e-02	4.16745e-03	-3.24342e-03	1.00174e-02	-8.35827e-04	7.77051e-06	1.28201e-03	4.39729e-03	1.97079e-03	-3.05790e-03	-9.84603e-03
YRI	AFR	2.26564e-01	-2.27913e-01	-4.37795e-03	1.30700e-02	-6.64636e-03	-6.14395e-03	-4.49886e-03	-8.70263e-03	-2.30911e-03	-3.95632e-02	-1.41549e-03	9.59902e-03	-1.36289e-03	-5.45105e-03	-5.42476e-03	5.19097e-04	-8.09218e-04	4.55951e-03	9.37935e-05	-4.22441e-03
YRI	AFR	2.26287e-01	-2.29808e-01	-8.41292e-03	1.03778e-02	-1.66496e-03	5.02445e-03	-2.10067e-03	-9.09183e-03	2.18198e-03	-4.24189e-02	-4.83253e-03	1.17648e-02	-7.26401e-03	4.48856e-03	7.63914e-05	-9.30013e-03	2.05717e-03	-2.12662e-03	6.48390e-03	8.10257e-04
YRI	AFR	2.31995e-01	-2.24713e-01	-4.39958e-03	1.00918e-02	-2.23707e-03	4.58678e-03	-4.83749e-03	-1.47600e-02	-8.74635e-04	-4.99872e-02	5.80447e-03	-2.88104e-03	-5.73445e-03	7.00400e-03	5.59316e-03	5.19037e-03	1.54553e-03	1.15998e-02	-4.21290e-03	-6.00479e-03
YRI	AFR	2.27811e-01	-2.25581e-01	-5.39608e-03	8.93014e-03	-9.46728e-03	6.11235e-03	-2.89203e-03	7.15621e-03	6.85511e-04	-6.01022e-02	8.45447e-03	-4.24521e-03	-7.07290e-03	3.14011e-03	6.15933e-03	-1.35889e-02	5.32623e-03	4.77189e-04	-1.06581e-02	-9.66860e-04
YRI	AFR	2.32682e-01	-2.25036e-01	-8.80961e-03	9.64155e-03	-6.12935e-03	4.48643e-03	-3.69594e-03	-1.23868e-02	2.19272e-03	-4.23424e-02	-3.92835e-05	3.55603e-03	-7.31440e-03	3.06545e-03	1.60927e-03	-3.04801e-03	2.48856e-03	1.08960e-03	3.89825e-04	-5.97337e-03
YRI	AFR	2.23653e-01	-2.31724e-01	-7.90829e-03	1.41544e-02	-2.98836e-03	7.43074e-03	-1.11418e-02	-1.76787e-02	1.51863e-03	-5.07855e-02	5.17121e-03	4.26662e-03	2.33174e-03	1.26354e-02	-2.63599e-03	6.97193e-03	2.40816e-03	-6.71200e-03	-3.40228e-04	-1.75280e-04
YRI	AFR	2.28791e-01	-2.27553e-01	-2.82935e-03	1.29838e-02	-3.68263e-03	-4.08526e-03	-1.16604e-03	-1.79929e-02	-9.83778e-03	-5.74832e-02	-1.74521e-03	-7.11047e-03	-2.91655e-03	-5.42364e-03	5.27146e-04	-1.20666e-03	4.80177e-03	-1.04008e-02	2.92408e-03	1.10936e-03
LWK	AFR	2.04484e-01	-2.18832e-01	-3.41456e-03	1.01278e-02	9.75689e-03	7.62842e-05	2.46277e-04	-1.15401e-01	5.67091e-03	9.17174e-02	-4.98734e-03	-1.28916e-02	-1.69432e-03	-6.86961e-03	9.03992e-03	5.27283e-03	-1.34562e-02	-8.26513e-03	-6.95377e-03	-8.44998e-03
LWK	AFR	2.06864e-01	-2.17677e-01	-6.27631e-03	1.15253e-02	7.24096e-03	-2.13957e-03	1.72583e-04	-9.96840e-02	3.39858e-03	7.17195e-02	-1.05660e-02	6.62638e-04	3.41314e-03	1.03910e-03	4.50302e-03	9.07578e-03	-3.02110e-04	-6.52925e-03	-4.89893e-03	-6.72284e-03
LWK	AFR	2.04735e-01	-2.18845e-01	-6.19551e-03	9.44497e-03	2.62958e-03	-1.39088e-03	1.05574e-02	-1.04245e-01	-7.48622e-04	7.19427e-02	-7.09962e-03	-9.35677e-03	3.03357e-04	4.50084e-03	3.00832e-03	-3.75676e-03	-2.96960e-04	5.97570e-03	-5.87640e-03	1.24492e-02
LWK	AFR	2.16502e-01	-2.18836e-01	-1.02561e-02	5.32910e-03	7.22630e-03	7.87581e-04	1.26691e-02	-1.17587e-01	4.31559e-03	8.33913e-02	-7.95872e-03	4.17501e-03	-3.20337e-03	-1.25865e-02	1.43581e-04	2.62773e-03	1.24446e-03	5.02946e-03	1.94843e-03	1.05712e-02
LWK	AFR	2.09377e-01	-2.20836e-01	-6.03523e-03	1.12705e-02	8.99429e-03	6.28541e-03	7.27733e-03	-1.31446e-01	7.56745e-03	8.98607e-02	-6.16385e-03	-2.53979e-03	2.62758e-03	-1.18391e-03	1.17123e-03	3.90297e-03	1.04126e-03	-3.83439e-03	-1.92744e-03	-1.76209e-03
LWK	AFR	2.01372e-01	-2.21703e-01	-8.46046e-03	1.58276e-02	1.13159e-02	-4.19027e-03	5.75703e-03	-1.03312e-01	-4.01407e-03	7.68244e-02	-7.61750e-04	-3.10629e-04	1.00375e-02	-1.33997e-03	-1.67234e-03	6.29584e-04	-4.32483e-03	-2.64088e-03	-8.77134e-04	1.41100e-02
LWK	AFR	2.04799e-01	-2.22197e-01	-1.10411e-02	9.81705e-03	7.87008e-03	1.63956e-03	7.73983e-03	-1.11644e-01	-1.44536e-03	8.35008e-02	7.09248e-03	-7.37101e-03	-6.04038e-03	5.57178e-03	1.14753e-02	6.09107e-03	1.75056e-03	-4.96993e-03	3.78451e-03	1.38374e-03
LWK	AFR	2.06992e-01	-2.16208e-01	-7.51843e-03	9.21842e-03	1.20135e-02	-7.54152e-03	4.10206e-03	-1.16478e-01	-2.95112e-03	8.65387e-02	-2.53819e-05	-6.68695e-03	1.56848e-02	2.62522e-04	-9.54313e-05	3.49550e-03	8.24182e-03	-4.00130e-03	-1.47460e-03	-1.61838e-03
LWK	AFR	2.13576e-01	-2.17334e-01	-1.15011e-02	1.35308e-02	2.28962e-03	8.99698e-03	1.60283e-04	-1.20210e-01	2.99807e-03	8.15203e-02	-1.11132e-02	-4.89198e-03	-8.77713e-03	1.32285e-03	-4.01189e-03	-1.36007e-03	-3.28152e-03	-8.47523e-03	5.00082e-03	-1.04046e-02
LWK	AFR	2.08280e-01	-2.17946e-01	-6.16424e-03	1.46230e-02	5.35216e-03	6.86914e-03	7.06386e-03	-1.28519e-01	4.53546e-03	9.08094e-02	-1.55268e-02	-2.53956e-03	-4.60139e-04	7.52137e-03	-1.78131e-03	-6.67213e-04	1.20946e-02	-6.01166e-03	1.24214e-03	3.37945e-03
LWK	AFR	2.05843e-01	-2.21392e-01	-1.17612e-02	9.69157e-03	2.56511e-03	1.74348e-03	1.01418e-02	-1.13030e-01	1.08443e-02	8.73845e-02	-3.42335e-03	1.46726e-03	4.88991e-03	7.02877e-03	-6.31915e-03	2.84925e-03	-4.30460e-03	-1.37532e-03	3.42881e-03	6.63892e-03
LWK	AFR	2.09646e-01	-2.23349e-01	-6.46843e-03	9.65414e-03	6.53373e-03	-1.54840e-03	8.70547e-03	-1.18974e-01	3.38414e-03	9.43069e-02	-5.78206e-03	-5.77007e-04	-7.42692e-03	-3.81092e-03	9.56902e-03	3.86954e-04	3.15785e-03	4.56421e-03	8.62127e-03	-8.52961e-03
LWK	AFR	2.09893e-01	-2.20729e-01	-5.18714e-03	1.26543e-02	1.17999e-02	-3.29519e-03	9.52051e-04	-1.01983e-01	-6.51549e-04	8.52255e-02	1.78068e-03	4.38129e-03	2.32734e-03	-9.71588e-03	-1.70477e-03	2.27830e-03	-8.95797e-03	-6.98962e-03	-2.05984e-03	-2.26665e-03
LWK	AFR	2.00610e-01	-2.18607e-01	-6.88211e-03	1.47310e-02	9.16576e-03	3.21825e-03	3.74009e-03	-1.04214e-01	-6.69455e-04	7.97339e-02	-1.31438e-02	-4.12655e-03	-5.80957e-04	-1.16924e-03	1.14294e-02	1.13118e-03	-1.66345e-02	-1.73350e-03	5.98481e-04	4.70782e-03
LWK	AFR	2.09358e-01	-2.21630e-01	-1.04419e-02	5.57510e-03	1.72816e-03	3.00981e-03	7.51938e-03	-1.01838e-01	-2.33223e-03	7.04381e-02	-6.24636e-03	-1.27569e-02	-2.52710e-03	1.14873e-02	-1.12371e-03	1.42065e-02	-6.34350e-03	-1.41378e-02	-3.58807e-03	1.12885e-03
LWK	AFR	1.99134e-01	-2.16530e-01	-8.16094e-03	1.00771e-02	8.76691e-03	-3.95167e-03	8.10498e-03	-1.17384e-01	3.06960e-03	9.77081e-02	-7.23653e-04	-1.12034e-02	6.12667e-03	-3.40476e-03	8.58345e-03	-2.68171e-03	-1.49900e-03	-1.30545e-02	2.10308e-03	-1.98775e-03
LWK	AFR	2.09060e-01	-2.16947e-01	-6.27488e-03	7.34114e-03	1.36758e-03	1.17729e-03	3.21517e-03	-1.13760e-01	6.53429e-03	8.87123e-02	8.12287e-03	-2.07810e-02	-5.51813e-04	5.09722e-03	1.60401e-03	-1.18244e-02	-1.32905e-02	-3.45535e-03	1.54439e-03	-6.15259e-03
LWK	AFR	2.08867e-01	-2.20839e-01	-6.42663e-03	7.29954e-03	5.96975e-03	-4.86686e-04	8.87058e-03	-1.35547e-01	-4.85568e-03	1.18231e-01	-5.70712e-03	-1.16596e-02	1.98457e-02	-3.93179e-03	4.87262e-03	1.83003e-02	-2.81865e-03	1.18178e-02	6.26446e-03	2.35541e-02
LWK	AFR	2.07599e-01	-2.20915e-01	-1.06812e-02	1.39815e-02	9.77963e-03	5.96766e-03	7.88769e-03	-1.13110e-01	1.05821e-02	6.97864e-02	-8.88410e-03	-1.16236e-02	2.53433e-03	-8.48199e-03	-9.47040e-03	-3.68533e-03	-1.43242e-03	-6.56701e-03	2.85010e-03	2.58082e-03
LWK	AFR	2.09055e-01	-2.21144e-01	-6.93757e-03	1.36678e-02	1.81417e-03	-2.18757e-03	8.58192e-03	-1.36112e-01	-5.67298e-03	1.10910e-01	-1.16674e-02	-1.07002e-02	2.10599e-02	-7.77011e-04	1.99435e-03	2.14000e-02	-2.85829e-03	1.53889e-02	1.35989e-02	2.48105e-02
LWK	AFR	2.10024e-01	-2.20529e-01	-9.54225e-03	1.04312e-02	9.32827e-03	3.50327e-03	1.24665e-02	-1.02056e-01	-5.82455e-03	8.47959e-02	-7.60668e-03	-3.63889e-03	5.71590e-03	-1.57238e-04	-6.15777e-03	3.76871e-03	-5.89359e-03	-5.85848e-03	6.00242e-03	-1.79647e-03
LWK	AFR	2.07903e-01	-2.16306e-01	-9.69326e-03	8.33377e-03	5.06145e-03	3.40123e-04	1.03235e-02	-1.02954e-01	7.04636e-04	8.15056e-02	-9.56066e-03	2.36787e-03	4.74173e-03	1.24111e-03	1.07149e-03	-4.16888e-03	3.97447e-03	-2.29427e-03	-1.49669e-03	7.57308e-03
LWK	AFR	2.08305e-01	-2.14355e-01	-1.00252e-02	1.44545e-02	1.01645e-02	-6.64559e-04	8.19849e-03	-1.25332e-01	-2.14609e-04	1.00029e-01	-5.12321e-03	-2.13858e-03	-1.48842e-03	6.08885e-03	3.45868e-04	7.38876e-03	-4.96138e-04	-3.68728e-03	1.11598e-02	-8.54667e-03
LWK	AFR	2.11074e-01	-2.16255e-01	-1.06831e-02	8.09097e-03	1.51506e-02	1.11092e-03	1.13137e-02	-1.16553e-01	2.96125e-03	9.64590e-02	-8.43836e-03	-1.50078e-02	7.86205e-03	-2.49761e-03	-4.06275e-04	-5.07521e-03	-8.61949e-04	1.65283e-02	-2.91354e-05	-2.00942e-03
